GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
17: Forest / cropland mosaic,Boreal mountain system,Australia,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Australia,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,New Zealand,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,New Zealand,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,Antarctica,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Antarctica,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,Pacific Ocean,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Pacific Ocean,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,Atlantic Ocean,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Atlantic Ocean,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,Indian Ocean,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Indian Ocean,1,4.5
17: Forest / cropland mosaic,Boreal mountain system,Arctic Ocean,0,4.5
17: Forest / cropland mosaic,Boreal mountain system,Arctic Ocean,1,4.5
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Africa,0,46
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Africa,1,46
"11, 12, & 15: Shrub cover classes",Tropical rainforest,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical dry forest,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical mountain system,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical shrubland,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical desert,North America,0,53
"11, 12, & 15: Shrub cover classes",Tropical rainforest,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical dry forest,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical mountain system,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical shrubland,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical desert,North America,1,53
"11, 12, & 15: Shrub cover classes",Tropical rainforest,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical dry forest,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical mountain system,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical shrubland,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical desert,South America,0,53
"11, 12, & 15: Shrub cover classes",Tropical rainforest,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical dry forest,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical mountain system,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical shrubland,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical desert,South America,1,53
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical desert,Asia,0,39
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical desert,Asia,1,39
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Asia (insular),0,46
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Asia (insular),1,46
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Australia,0,46
"11, 12, & 15: Shrub cover classes",Tropical rainforest,Australia,1,46
"11, 12, & 15: Shrub cover classes",Tropical moist deciduous forest,Australia,1,46
"11, 12, & 15: Shrub cover classes",Tropical dry forest,Australia,1,46
"11, 12, & 15: Shrub cover classes",Tropical mountain system,Australia,1,46
"11, 12, & 15: Shrub cover classes",Tropical shrubland,Australia,1,46
"11, 12, & 15: Shrub cover classes",Tropical desert,Australia,1,46
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Africa,0,43
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Africa,0,43
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Africa,0,43
"11, 12, & 15: Shrub cover classes",Subtropical desert,Africa,0,43
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Africa,0,43
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Africa,1,43
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Africa,1,43
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Africa,1,43
"11, 12, & 15: Shrub cover classes",Subtropical desert,Africa,1,43
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Africa,1,43
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,North America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,North America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical steppe,North America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical desert,North America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,North America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,North America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,North America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical steppe,North America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical desert,North America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,North America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,South America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,South America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical steppe,South America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical desert,South America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,South America,0,50
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,South America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,South America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical steppe,South America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical desert,South America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,South America,1,50
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Asia,0,37
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Asia,0,37
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Asia,0,37
"11, 12, & 15: Shrub cover classes",Subtropical desert,Asia,0,37
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Asia,0,37
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Asia,1,37
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Asia,1,37
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Asia,1,37
"11, 12, & 15: Shrub cover classes",Subtropical desert,Asia,1,37
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Asia,1,37
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Europe,0,37
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Europe,0,37
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Europe,0,37
"11, 12, & 15: Shrub cover classes",Subtropical desert,Europe,0,37
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Europe,0,37
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Europe,1,37
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Europe,1,37
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Europe,1,37
"11, 12, & 15: Shrub cover classes",Subtropical desert,Europe,1,37
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Europe,1,37
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Asia (insular),0,43
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Asia (insular),0,43
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Asia (insular),0,43
"11, 12, & 15: Shrub cover classes",Subtropical desert,Asia (insular),0,43
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Asia (insular),0,43
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Asia (insular),1,43
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Asia (insular),1,43
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Asia (insular),1,43
"11, 12, & 15: Shrub cover classes",Subtropical desert,Asia (insular),1,43
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Asia (insular),1,43
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Australia,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Australia,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Australia,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical desert,Australia,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Australia,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,Australia,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,Australia,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical steppe,Australia,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical desert,Australia,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,Australia,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,New Zealand,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,New Zealand,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical steppe,New Zealand,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical desert,New Zealand,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,New Zealand,0,43.25
"11, 12, & 15: Shrub cover classes",Subtropical humid forest,New Zealand,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical dry forest,New Zealand,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical steppe,New Zealand,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical desert,New Zealand,1,43.25
"11, 12, & 15: Shrub cover classes",Subtropical mountain system,New Zealand,1,43.25
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Africa,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Africa,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Africa,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Africa,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Africa,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Africa,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Africa,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Africa,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Africa,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Africa,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Asia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Asia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Asia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Asia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Asia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Asia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Asia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Asia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Asia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Asia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Asia (insular),0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Asia (insular),0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Asia (insular),0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Asia (insular),0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Asia (insular),0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Asia (insular),1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Asia (insular),1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Asia (insular),1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Asia (insular),1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Asia (insular),1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Europe,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Europe,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Europe,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Europe,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Europe,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Europe,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Europe,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Europe,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Europe,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Europe,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,North America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,North America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,North America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,North America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,North America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,North America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,North America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,North America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,North America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,North America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,South America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,South America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,South America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,South America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,South America,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,South America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,South America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,South America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,South America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,South America,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Australia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Australia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Australia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Australia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Australia,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Australia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Australia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Australia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Australia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Australia,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,New Zealand,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,New Zealand,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,New Zealand,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,New Zealand,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,New Zealand,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,New Zealand,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,New Zealand,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,New Zealand,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,New Zealand,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,New Zealand,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Antarctica,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Antarctica,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Antarctica,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Antarctica,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Antarctica,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Antarctica,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Antarctica,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Antarctica,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Antarctica,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Antarctica,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Pacific Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Pacific Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Pacific Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Pacific Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Pacific Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Pacific Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Pacific Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Pacific Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Pacific Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Pacific Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Atlantic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Atlantic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Atlantic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Atlantic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Atlantic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Atlantic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Atlantic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Atlantic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Atlantic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Atlantic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Indian Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Indian Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Indian Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Indian Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Indian Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Indian Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Indian Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Indian Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Indian Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Indian Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Arctic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Arctic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Arctic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Arctic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Arctic Ocean,0,7.4
"11, 12, & 15: Shrub cover classes",Temperate oceanic forest,Arctic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate continental forest,Arctic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate steppe,Arctic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate desert,Arctic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Temperate mountain system,Arctic Ocean,1,7.4
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Africa,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Africa,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Africa,0,3
"11, 12, & 15: Shrub cover classes",Polar,Africa,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Asia,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Asia,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Asia,0,3
"11, 12, & 15: Shrub cover classes",Polar,Asia,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Asia (insular),0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Asia (insular),0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Asia (insular),0,3
"11, 12, & 15: Shrub cover classes",Polar,Asia (insular),0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Europe,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Europe,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Europe,0,3
"11, 12, & 15: Shrub cover classes",Polar,Europe,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,North America,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,North America,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,North America,0,3
"11, 12, & 15: Shrub cover classes",Polar,North America,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,South America,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,South America,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,South America,0,3
"11, 12, & 15: Shrub cover classes",Polar,South America,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Australia,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Australia,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Australia,0,3
"11, 12, & 15: Shrub cover classes",Polar,Australia,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,New Zealand,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,New Zealand,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,New Zealand,0,3
"11, 12, & 15: Shrub cover classes",Polar,New Zealand,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Antarctica,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Antarctica,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Antarctica,0,3
"11, 12, & 15: Shrub cover classes",Polar,Antarctica,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Pacific Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Pacific Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Pacific Ocean,0,3
"11, 12, & 15: Shrub cover classes",Polar,Pacific Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Atlantic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Atlantic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Atlantic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Polar,Atlantic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Indian Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Indian Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Indian Ocean,0,3
"11, 12, & 15: Shrub cover classes",Polar,Indian Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Arctic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Arctic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Arctic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Polar,Arctic Ocean,0,3
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Africa,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Africa,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Africa,1,11
"11, 12, & 15: Shrub cover classes",Polar,Africa,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Asia,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Asia,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Asia,1,11
"11, 12, & 15: Shrub cover classes",Polar,Asia,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Asia (insular),1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Asia (insular),1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Asia (insular),1,11
"11, 12, & 15: Shrub cover classes",Polar,Asia (insular),1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Europe,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Europe,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Europe,1,11
"11, 12, & 15: Shrub cover classes",Polar,Europe,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,North America,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,North America,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,North America,1,11
